ApArtId	AP Art	AP Status	AP Start im Jahr	AP Stand Umsetzung	Pop Guid	Pop Nr	Pop Name	Pop Status	Pop bekannt seit	Pop X-Koordinaten	Pop Y-Koordinaten	TPop Guid	TPop Nr	TPop Gemeinde	TPop Flurname	TPop Status	TPop Status unklar	TPop Begründung für unklaren Status	TPop X-Koordinaten	TPop Y-Koordinaten	TPop Radius (m)	TPop Höhe	TPop Exposition	TPop Klima	TPop Hangneigung	TPop Beschreibung	TPop Kataster-Nr	TPop Verantwortlich	TPop für AP-Bericht relevant	TPop bekannt seit	TPop EigentümerIn	TPop Kontakt vor Ort	TPop Nutzungszone	TPop BewirtschafterIn	TPop Bewirtschaftung	TPop Lage repräsentiert Population	Massn Guid	Massn Jahr	Massn Datum	Massn Typ	Massn Massnahme	Massn BearbeiterIn	Massn Bemerkungen	Massn Plan vorhanden	Massn Plan Bezeichnung	Massn Fläche m2	Massn Form der Ansiedlung	Massn Pflanzanordnung	Massn Markierung	Massn Anz Triebe	Massn Pflanzen	Massn Anz Pflanzstellen	Massn Wirtspflanze	Massn Herkunftspopulation	Massn Sammeldatum	Massn MutWann	Massn MutWer	
324600	Potentilla rupestris L.	kein Eintrag			877FEFE2-4669-4EF9-A5BF-C7801FC34964	24	Wasterkingen, Zwischen den Wegen	nur angesät	2008	678476	271365	051B1B09-7260-47C9-B260-7D5EDECEFAA1	1	Wasterkingen	ZdW, Sand, TF 107, Fl. 2	nur angesät	0		678476	271365								Charlotte Salzmann	1	2008						1	71F00A41-D1FE-45A1-A637-BF253814EEC3	2008	2008-11-06 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann	mit MB, MV, Erwin & Sepp	1			flächig							?		2010-03-27 00:00:00	KarinMarti	
324600	Potentilla rupestris L.	kein Eintrag			877FEFE2-4669-4EF9-A5BF-C7801FC34964	24	Wasterkingen, Zwischen den Wegen	nur angesät	2008	678476	271365	9CDC998B-2225-4C87-9FC8-B44CF5F841A2	2	Wasterkingen	ZdW, Kies, TF 212/213	nur angesät	0		678663	271387								Regula Langenauer	1	2009						0	D6D58BA0-09A0-4DAF-A781-7DD0B5ED504E	2009	2009-11-12 00:00:00	Ansiedlung: Ansaat		Regula Langenauer	mit ChS, MB, Equippe (Heidi, Yves)	1												2010-03-27 00:00:00	KarinMarti	
324600	Potentilla rupestris L.	kein Eintrag			877FEFE2-4669-4EF9-A5BF-C7801FC34964	24	Wasterkingen, Zwischen den Wegen	nur angesät	2008	678476	271365	9CDC998B-2225-4C87-9FC8-B44CF5F841A2	2	Wasterkingen	ZdW, Kies, TF 212/213	nur angesät	0		678663	271387								Charlotte Salzmann	1	2009						0	e59e36a2-433c-11e0-95ab-003048cd3590	2010	2010-11-11 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1			Rechteck und Halbmond							Eglisau		2011-10-07 13:42:12	topos	
324600	Potentilla rupestris L.	kein Eintrag			C489CA96-69AB-4AE9-9E59-D474DA191410	25	Glattfelden, Eglisgrund	nur angesät	2008	681934	268373	6DB775EA-6AD4-4F17-BE90-DE9D43882FA4	1	Glattfelden	Eglisgrund, Frühschnittfläche	nur angesät	0		681934	268373						rund um die Fl. 1		Charlotte Salzmann	1	2008						1	54E765A6-28EB-42F6-92FB-C7985E4A9B71	2008	2008-11-12 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann	mit MB, Erwin & Sepp	1			flächig							1051.94 Wasterkingen		2010-03-27 00:00:00	KarinMarti	
324600	Potentilla rupestris L.	kein Eintrag			B1B766D2-7C38-412D-9D11-C0EFDF92BE7D	26	Hüntwangen, Eichlihau	nur angesät	2009	679050	271477	1D19CC98-B4F7-46F4-9B5B-D0DB2D6593E1	1	Hüntwangen	Eichlihau, gr. Kalkfläche	nur angesät	0		679050	271477								Regula Langenauer	1	2009						1	0016E1A0-6048-43AC-8C53-80A7F2F69C35	2009	2009-11-11 00:00:00	Ansiedlung: Ansaat		Regula Langenauer	mit ChS, Equippe (Heidi, Yves)	1			flächig							AKE 1051.94		2010-03-27 00:00:00	KarinMarti	
324600	Potentilla rupestris L.	kein Eintrag			7480E33D-9A60-4FBC-9D12-A21BF3F8BFB4	27	Glattfelden, Berg-West	nur angesät	2003			CBF7BD70-DB6F-4A1E-B3ED-FA3B67D08BDC	1	Glattfelden	Berg-West	nur angesät	0		680145	268706									1	2003						0	72ED3EF6-D0C0-4AF3-AA94-5926445F5806	2003	2003-11-06 00:00:00	Ansiedlung: Ansaat				0										AKE 1051.94		2010-03-27 00:00:00	KarinMarti	
324600	Potentilla rupestris L.	kein Eintrag			605F236E-131C-4B7B-A251-309250490961	28	Eglisau, Bahnböschung Wald Stadtforen	nur angesät	2010			DA0E3829-10FF-4061-BEC3-DB3BAE8ACF6D	1	Eglisau	Bahnböschung Wald Stadtforen	nur angesät			681375	271540								Karin Sartori	1	2010							56E17586-2D7E-48E8-8AA3-36B8B68851E1	2010	2010-11-22 00:00:00	Ansiedlung: Ansaat		Karin Sartori	Ansaat mit Equippe (Sepp, Christoph)	1										Eglisau, AKE 1051.94		2010-12-13 15:00:57	salzmann	
324600	Potentilla rupestris L.	kein Eintrag			1c8f2c1a-9032-11e0-95ab-003048cd3590	29	Wasterkingen, KG Rain	angesiedelt, vor Beginn Aktionsplan	2010			5ddf4c9a-9032-11e0-95ab-003048cd3590	1	Wasterkingen	KG Rain	angesiedelt, vor Beginn Aktionsplan			677984	271717								Karin Sartori	1	2010							a3d55852-9032-11e0-95ab-003048cd3590	2010	2010-11-17 00:00:00	Ansiedlung: Ansaat		Karin Sartori	mit YL, Sepp und Christoph (Equippe)	1										Eglisau, Gentner, AKE 1051.94		2011-06-06 13:46:39	topos	
324600	Potentilla rupestris L.	kein Eintrag			1c8f2c1a-9032-11e0-95ab-003048cd3590	29	Wasterkingen, KG Rain	angesiedelt, vor Beginn Aktionsplan	2010			e95b8ce4-1f65-11e1-9fe9-003048cd3590	2	Wasterkingen	Im Rain, Sandfläche Frühschnitt	nur angesät			677978	271724								Karin Sartori	1	2011							ea7ea610-1f65-11e1-9fe9-003048cd3590	2011	2011-10-20 00:00:00	Ansiedlung: Ansaat		Karin Sartori	mit Felix und Equippe (Erwin, Yves, Lukas)	1			viele Samen							Wasterkingen, ZHHK 1051.94		2011-12-05 18:24:39	sartori	
324600	Potentilla rupestris L.	kein Eintrag			80623bd6-24a9-11e1-9fe9-003048cd3590	30	Hüntwangen, Birrerain	nur angesät	2011	678890	271480	5f01c988-24aa-11e1-9fe9-003048cd3590	1	Hüntwangen	Birrerain, Mauerkrone	nur angesät			678890	271480						Birrerain, Mauerkrone, 7 cm Sand, Waldhumus der Holznutzung		Elsbeth Sägesser	5	2011						1	eed79146-24aa-11e1-9fe9-003048cd3590	2011	2011-10-27 00:00:00	Ansiedlung: Ansaat		Elsbeth Sägesser		1			verteilt in Flächen							Wasterkingen; ZHHK 1051.94		2011-12-12 11:21:08	sartori	
324600	Potentilla rupestris L.	kein Eintrag			80623bd6-24a9-11e1-9fe9-003048cd3590	30	Hüntwangen, Birrerain	nur angesät	2011	678890	271480	23b2dbd2-24ab-11e1-9fe9-003048cd3590	2	Hüntwangen	Birrerain, Molassesand	nur angesät			678890	271480						Birrerain, ob Mauer links (westlich), Molassesand		Elsbeth Sägesser	5	2011							2544ce7e-24ab-11e1-9fe9-003048cd3590	2011	2011-10-27 00:00:00	Ansiedlung: Ansaat		Elsbeth Sägesser		1			verteilt in Flächen							Wasterkingen; ZHHK 1051.94				
324800	Potentilla supina L.	kein AP			5B78E93A-483C-4937-8BED-5E56A2D14A03	1	Weiach, Schlammabsetzungsbecken West	nur angesät	2008	675824	269068	48336BBF-FC63-4145-94F3-C2DABC1D3211	1	Weiach	Schlammabsetzungsbecken, TF 103/104, Fl.2	nur angesät	0		675824	269068						in und um Fl. 2, z.T. im Wasser; 2. Aussaat auch auf der anderen Seite des Teiches		Regula Langenauer	1	2008						1	E15640D6-4807-478B-9E6D-0A75B94E911E	2008	2008-10-20 00:00:00	Ansiedlung: Ansaat		Regula Langenauer	mit RD, MB, MV, Heidi & Sepp & Ives	1			flächig							Basel		2010-03-27 00:00:00	KarinMarti	
324800	Potentilla supina L.	kein AP			5B78E93A-483C-4937-8BED-5E56A2D14A03	1	Weiach, Schlammabsetzungsbecken West	nur angesät	2008	675824	269068	48336BBF-FC63-4145-94F3-C2DABC1D3211	1	Weiach	Schlammabsetzungsbecken, TF 103/104, Fl.2	nur angesät	0		675824	269068						in und um Fl. 2, z.T. im Wasser; 2. Aussaat auch auf der anderen Seite des Teiches		Regula Langenauer	1	2008						1	2849ED76-AAD5-4FB0-8C1C-58ED48C4F6CD	2008	2008-11-13 00:00:00	Ansiedlung: Ansaat		Regula Langenauer	mit MB, Heidi	1			West-, Nord- und Ost-Seite des Teiches							Basel (ZV: Bot. Garten)	2007, 2008	2010-03-27 00:00:00	KarinMarti	
324800	Potentilla supina L.	kein AP			5B78E93A-483C-4937-8BED-5E56A2D14A03	1	Weiach, Schlammabsetzungsbecken West	nur angesät	2008	675824	269068	bd3c032c-2753-11e2-a78a-003048cd3590	2	Weiach	Östlich M11	angesiedelt, vor Beginn Aktionsplan			675850	269025								Charlotte Salzmann	1	2012							ed845b38-2753-11e2-a78a-003048cd3590	2012	2012-10-26 00:00:00	Ansiedlung: Anpflanzung		Charlotte Salzmann	mit MM, GO, UDienst, RS						östlich des Markierungspfostens M11		1	1		Weiach, Becken West		2012-11-12 11:25:53	luedi	
327200	Primula veris L. s.str.	kein Eintrag			C7D39C88-6C4C-4910-9BD4-1C159F489A2D	1	Eglisau, Bahnbord Südost	nur angesät	1996	681100	271100	83BC102B-CCB5-4C73-9401-696F168C6F85	1	Eglisau	Bahnbord Südost	nur angesät	0		681100	271100									1	1996						1	6FF11AFB-9E0C-4F6B-AF1D-DAAC3EAEA018	1996	1996-11-13 00:00:00	Ansiedlung: Ansaat				0										Mönchaltorf/ ZK A. Keel	33804	2010-03-27 00:00:00	KarinMarti	
327200	Primula veris L. s.str.	kein Eintrag			D41CD484-1A86-4F12-AF5F-CBF5F7726457	2	Eglisau, Gentner	nur angesät	1995	681000	271400	E62367C8-6451-4945-BD48-BD8BB76D9E3F	1	Eglisau	Gentner	nur angesät	0		681000	271400									1	1995						1	3D81011B-DFDC-45D1-858D-2948AE5A8550	1995	1995-11-02 00:00:00	Ansiedlung: Ansaat				0										Mönchaltorf/ ZK A. Keel	33804	2010-03-27 00:00:00	KarinMarti	
327200	Primula veris L. s.str.	kein Eintrag			D620D278-C789-4CF4-92C3-D6DE58727D32	3	Glattfelden, Verteilstation Hundig EGO	nur angesät	1996	681400	267300	0159E268-68EE-4675-965A-7E9EA2671E22	1	Glattfelden	Verteilstation Hundig EGO	nur angesät	0		681400	267300						Sandfläche			1	1996						1	90629E45-D9A5-43AF-8833-F7D51A42D841	1996	1996-10-01 00:00:00	Ansiedlung: Ansaat				0										Mönchaltorf/ ZK A. Keel	33804	2010-03-27 00:00:00	KarinMarti	
327200	Primula veris L. s.str.	kein Eintrag			B47DA628-C8D9-41BA-8840-3EEF2A7D809F	4	Weiach, Steinlochäcker/ Leberen	nur angesät	2005	675395	268770	E15ACB4D-DE2B-4726-A414-06F13630A960	1	Weiach	Steinlochäcker/Leberen	nur angesät	0		675395	268770	100	359						Regula Langenauer	1	2005		Andreas Keel	Naturschutzgebiet			1	DC9CB466-10F6-4860-A018-8C452FBFE395	2005	2005-12-05 00:00:00	Ansiedlung: Ansaat		Regula Langenauer		0										Glattfelden, Bahndamm		2010-03-27 00:00:00	KarinMarti	
327900	Prunella grandiflora (L.) Scholler	kein Eintrag			14C874BD-272B-40FF-973B-DB7B17E08914	1	Wasterkingen, Büelbrunnen	nur angesät	2003	676650	272775	A11DEB83-E7E2-4CD8-9E46-D2BA39331CE6	1	Wasterkingen	Büelbrunnen	nur angesät	0		676650	272775	25	550				liWa, im Winter 02/03 entbuschte Teilfläche	1180	Isabelle Flöss	1	2003	Urs Spühler, Wasterkingen	Urs Spühler	Naturschutzgebiet	Urs Spühler	jährliche Mahd	1	8A0E36FC-3021-47FE-9334-913E65477153	2003	2003-07-11 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0										Küssaberg, Küssnach (D)	4./10.7.2003	2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	FA772D2D-D1F0-4C04-B925-C529A9F6F1A3	1	Eglisau, Eglisgrund	nur angesät	2002	682200	268400	3FDAEC8F-86FA-4C5B-98DD-B74766BDF116	1	Eglisau	Eglisgrund	nur angesät	0		682200	268400									1	2002						1	522CE7E4-4DC8-4A69-92EE-6A571E7C19B5	2002	2002-10-30 00:00:00	Ansiedlung: Ansaat				0										1089.1	2002	2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	2B0E22DC-DF71-431A-BC3F-80476F29AAC0	2	Glattfelden, Autobahnböschung	nur angesät	2002			AD6F3CCB-39C9-44D7-9AC3-6BE9FDC91BCE	1	Glattfelden	Autobahnböschung	nur angesät	0		678950	268920		395				südexponierte sehr trockene Böschung, z.T. in Fläche: Vegetation abgestorben unter Blache			1	2002	Kanton Zürich, Baudirektion, Tiefbauamt			??	keine	0	4A36489A-7B97-4E05-9E96-42E932BB6EB8	2002	2002-03-15 00:00:00	Ansiedlung: Ansaat				0										1089.1	2001	2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	2B0E22DC-DF71-431A-BC3F-80476F29AAC0	2	Glattfelden, Autobahnböschung	nur angesät	2002			93B83BF4-A9F2-4B81-9DC6-BBC21B81BCC7	1	Glattfelden	Autobahnböschung, westl. DQ 1	nur angesät	0		678950	268920		395				südexponierte sehr trockene Böschung, Vegetation abgestorben unter Blache			1	2002	Kanton Zürich, Baudirektion, Tiefbauamt				keine	0	62388895-A2D3-4574-835B-0876B06E0AA2	2002	2002-10-11 00:00:00	Ansiedlung: Ansaat				0			rechteckig	flächig						AKE.1051.95 / AKE.1051.42	2002	2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	990C6A5B-6BFE-43CE-BA64-1CA20E5DACCA	3	Glattfelden, Berg West	angesiedelt, nach Beginn Aktionsplan		680110	268750	B361EC35-800D-400D-B7FA-402B8F2BF2C5	1	Glattfelden	Berg West	angesiedelt, vor Beginn Aktionsplan	0		680110	268750	20	435				neu gestaltete Fläche trocken, sandig		Regula Langenauer	1	2003						1	0410F5FD-0A0C-4870-9E57-991E5A143EB9	2003	2003-11-06 00:00:00	Ansiedlung: Anpflanzung		Regula Langenauer		0							4			AKE.1089.1		2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	15732C96-22B9-46C2-8E2F-C850CE495034	4	Glattfelden, Huser	nur angesät	2003			D08D29BB-401B-4F31-99A0-42BBE3704A2E	1	Glattfelden	Huser,  'Fläche C'	nur angesät	0		680670	268290	50	430				neu gestaltete Fläche trocken, sandig, mergelig		Regula Langenauer	1	2003						0	384641C4-AD0D-48F2-8844-F9981CB9117B	2003	2003-11-06 00:00:00	Ansiedlung: Ansaat		Regula Langenauer		0										AKE.1089.1		2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	15732C96-22B9-46C2-8E2F-C850CE495034	4	Glattfelden, Huser	nur angesät	2003			FD44EBF0-7AFA-4A17-8D8F-FAD46F4D4FCA	2	Glattfelden	Huser	nur angesät	0		680675	268225	50	415				neugestaltete Magerwiese		Isabelle Flöss	1	2004		Hansruedi Schudel				0	7C8D134D-1745-4A54-B5B0-BCCBABCB4B0C	2004	2004-12-10 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0												2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	A09DE3CE-23C1-4822-9F9B-482DAED5CB93	5	Glattfelden, Nadelbändli	angesiedelt, vor Beginn Aktionsplan	2003			11248ACE-2E55-493C-830D-7A16FC144AE9	1	Glattfelden	Nadelbändli	angesiedelt, vor Beginn Aktionsplan	0		681670	267675	25	418				sandig, trocken, Moos an verschiedenen Stellen weggenommen		Regula Langenauer	1	2003		Hansruedi Schudel				0	F10C322E-0940-4C45-AFAB-84E33A810861	2003	2003-12-12 00:00:00	Ansiedlung: Anpflanzung		Regula Langenauer		0							2			AKE.1089.1		2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	A09DE3CE-23C1-4822-9F9B-482DAED5CB93	5	Glattfelden, Nadelbändli	angesiedelt, vor Beginn Aktionsplan	2003			033202A1-D431-4CDF-9251-E1F188C8E1A8	1	Glattfelden	Nadelbändli	angesiedelt, vor Beginn Aktionsplan	0		681670	267675	25	418				sandig, trocken, Moos an verschiedenen Stellen weggenommen		Regula Langenauer	1	2003		Hansruedi Schudel				0	C7133B25-BDD1-4C8A-B63F-103399BD349F	2003	2003-12-12 00:00:00	Ansiedlung: Anpflanzung		Regula Langenauer		0							2			AKE.1089.1		2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	A09DE3CE-23C1-4822-9F9B-482DAED5CB93	5	Glattfelden, Nadelbändli	angesiedelt, vor Beginn Aktionsplan	2003			DDB50AA0-9D57-4473-AF0E-EBF5C51CDB56	1	Glattfelden	Nadelbändli	nur angesät	0		681670	267675	25	418				sandig, trocken, Moos an verschiedenen Stellen weggenommen		Regula Langenauer	1	2003		Hansruedi Schudel				0	AAD9D8B4-5300-4BB2-9366-4F1C2C8F124F	2003	2003-12-12 00:00:00	Ansiedlung: Ansaat		Regula Langenauer		0										AKE 1089.1		2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	5A61EB49-A615-4743-9DE4-9D9E7A903270	6	Glattfelden, Verteilstation Hundig EGO	nur angesät	2002	681400	267300	D556FD9C-4F87-4651-99AF-DA15EDF83BFB	1	Glattfelden	Verteilstation Hundig EGO	nur angesät	0		681400	267300						Sandfläche			1	2002						1	7DD8FC16-A2B4-4A41-8BEF-EF3028D4811F	2002	2002-10-30 00:00:00	Ansiedlung: Ansaat				0										1089.1	2002	2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	A4E20679-5E6A-4E17-99D7-D48657A47B7B	7	Glattfelden, Zelgli	nur angesät	2002	681700	267700	CEAAE14F-200F-43A7-8713-47B404E27C83	1	Glattfelden	Zelgli	nur angesät	0		681700	267700						Sandfläche			1	2002						1	D86D0607-DDC3-4CF8-9567-13E4814E6125	2002	2002-10-30 00:00:00	Ansiedlung: Ansaat				0										1089.1	2002	2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	34EB2A7E-989C-4D38-84E4-75C08009285E	8	Glattfelden, Zweidler Hard	nur angesät	2003			B0D0DA62-B07D-483E-B433-DB4EAE15A588	1	Glattfelden	Zweidler Hard,  'A, Pfl.Fl. 11'	angesiedelt, vor Beginn Aktionsplan	0		678040	268900	70	370				2001 neu gestaltet, kiesig-sandig, trocken		Regula Langenauer	1	2003						0	293F9B28-2A6B-4113-9239-6084ABA87236	2003	2003-11-21 00:00:00	Ansiedlung: Anpflanzung		Regula Langenauer		0							3			AKE.1089.1		2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	34EB2A7E-989C-4D38-84E4-75C08009285E	8	Glattfelden, Zweidler Hard	nur angesät	2003			8CAE482E-AC6A-4699-B81F-C0101657CB76	2	Glattfelden	Zweidler Hard,  'A'	nur angesät	0		678040	268900	70	370				2001 neu gestaltet, kiesig-sandig, trocken		Regula Langenauer	1	2003						0	0A446AF5-6F03-410F-B1D5-DF5105D61001	2003	2003-11-21 00:00:00	Ansiedlung: Ansaat		Regula Langenauer		0										AKE.1089.1		2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	34EB2A7E-989C-4D38-84E4-75C08009285E	8	Glattfelden, Zweidler Hard	nur angesät	2003			B27223F0-61EF-4631-BE33-F563B14C1525	3	Glattfelden	Zweidler Hard, 'Cs'	nur angesät	0		678060	268800	70	375				2001 neu gestaltet, kiesig, trocken		Regula Langenauer	1	2003						0	2DD4E20D-19BC-45B3-9CC7-47C25CA545D4	2003	2003-11-21 00:00:00	Ansiedlung: Ansaat		Regula Langenauer		0										AKE.1089.1		2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	BE35596F-429A-4AB7-A668-951F4CA6AD84	9	Hüntwangen, Loch Nord	angesiedelt, vor Beginn Aktionsplan	2003			91F7BFC1-73C8-4A1D-8792-446274C79780	1	Hüntwangen	Loch Nord, Pfl.Fl.1	angesiedelt, vor Beginn Aktionsplan	0		680820	271625	50	385				2002 neu gestaltet, kiesig, mergelig, trocken		Regula Langenauer	1	2003						0	51FA1058-E921-4F03-B5E6-7A2340811D2D	2003	2003-11-21 00:00:00	Ansiedlung: Anpflanzung		Regula Langenauer		0							1			AKE.1089.1		2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	BE35596F-429A-4AB7-A668-951F4CA6AD84	9	Hüntwangen, Loch Nord	angesiedelt, vor Beginn Aktionsplan	2003			03A7E1BB-3791-4A8B-92D8-BCA5030AD88C	2	Hüntwangen	Loch Nord	angesiedelt, vor Beginn Aktionsplan	0		680880	271820	50	385				2003 neu gestaltet, sandig, trocken		Regula Langenauer	1	2003						0	FA87CF0E-AB08-4F74-8C74-4C54F30CC8A9	2003	2003-11-21 00:00:00	Ansiedlung: Anpflanzung		Regula Langenauer		0							4			AKE.1089.1		2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	BE35596F-429A-4AB7-A668-951F4CA6AD84	9	Hüntwangen, Loch Nord	angesiedelt, vor Beginn Aktionsplan	2003			B3F69ED3-5588-4D22-B8EE-52A7FB4E325A	3	Hüntwangen	Loch Nord	angesiedelt, vor Beginn Aktionsplan	0		680850	271725	50	385				2003 neu gestaltet, sandig, trocken		Regula Langenauer	1	2003						0	E9F6D8D4-FD0D-4BE1-9022-F0E2A805112A	2003	2003-11-21 00:00:00	Ansiedlung: Anpflanzung		Regula Langenauer		0							4			AKE.1089.1		2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	A08D198C-5C57-43B7-B1F2-DE54552629B9	10	Hüntwangen, Loch Süd	nur angesät	2002			B402264C-5136-489E-95D5-408E4D6C86E7	1	Hüntwangen	Loch Süd	nur angesät	0		680850	271620		390				neu gestaltete Fläche, Kiesböschung			1	2002	??		Naturschutzgebiet	??	vorläufig keine	0	4AC00CCC-27A9-44BB-AD2E-68056350BAAA	2002	2002-10-30 00:00:00	Ansiedlung: Ansaat				0										1089.1	2002	2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	A08D198C-5C57-43B7-B1F2-DE54552629B9	10	Hüntwangen, Loch Süd	nur angesät	2002			049F2D6A-0EDA-4CE7-A36D-FC6AB5C891CA	2	Hüntwangen	Loch Süd	nur angesät	0		680850	271650	100	380				Ebene mit Sand, Kies und Schotter		Isabelle Flöss	1	2004		Hansruedi Schudel				0	49C98385-F71F-4FEB-BA80-C0FBA7868A92	2004	2004-12-10 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0										1089.1, U. Signer, Oetwil a.d.L	Juli/Aug 2004	2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	0BA1AA5B-AF9E-439A-9FEF-7996B6D9D271	11	Wasterkingen, KG Rain	nur angesät	2005	677950	271750	09818873-3129-4062-A3F9-68386F00A020	1	Wasterkingen	KG Rain	nur angesät	0		677950	271750		405				2004 neugestaltete Fläche		Andreas Keel	1	2005						1	EDFF9BDC-C570-4D39-8B10-59FFCEE0F3D4	2005	2005-01-14 00:00:00	Ansiedlung: Ansaat		Andreas Keel		0										1089.1	35654	2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	741AC8BF-3E54-4386-B76F-6D8A4D6E964A	12	Weiach, KG Rüteren, Ost	nur angesät	2003	675600	268950	7DA9915D-B22A-4CDC-B65F-0929441DB45B	1	Weiach	KG Rüteren, Ost	nur angesät	0		675600	268950	50	355				südexponierte Kiesböschung, trocken (neu gestaltet vor ca. 4 Jahren)		Regula Langenauer	1	2003						1	282BE376-26A9-41CD-8305-44ECD3F7D40D	2003	2003-11-05 00:00:00	Ansiedlung: Ansaat		Regula Langenauer		0										AKE.1089.1		2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	FD9571DE-28B6-4F3D-A5F7-8C80D34D5E55	13	Weiach, Sandfläche WWW	angesiedelt, vor Beginn Aktionsplan	2003			752623AF-3185-4BA3-AE1F-263833064BF0	1	Weiach	Sandfläche WWW,  'Pfl.Fl. 1'	angesiedelt, vor Beginn Aktionsplan	0		675400	268820	100	370				neu gestaltete Fläche: trocken, sandig		Regula Langenauer	1	2003		Andreas Keel				0	B594B33A-592A-43C9-9F5F-722CBFA1B901	2003	2003-11-05 00:00:00	Ansiedlung: Anpflanzung		Regula Langenauer		0							5			AKE.1089.1		2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	FD9571DE-28B6-4F3D-A5F7-8C80D34D5E55	13	Weiach, Sandfläche WWW	angesiedelt, vor Beginn Aktionsplan	2003			98B710AF-C39C-47EC-84E9-6FE67101374B	2	Weiach	Sandfläche WWW	nur angesät	0		675400	268820	100	370				neu gestaltete Fläche: trocken, sandig		Regula Langenauer	1	2003		Andreas Keel				0	1CD2791D-70E7-46EA-94F9-05B298B53823	2003	2003-11-05 00:00:00	Ansiedlung: Ansaat		Regula Langenauer		0										AKE.1089.1		2010-03-27 00:00:00	KarinMarti	
328000	Prunella laciniata (L.) L.	vorgesehen		in Umsetzung	C5EB1897-F04F-434C-A5D5-539DCE641549	14	Winkel, Hagenbuck	angesiedelt, nach Beginn Aktionsplan		684150	258825	32575449-5953-488B-9DE0-00C0FF93857B	1	Winkel	Hagenbuck	angesiedelt, vor Beginn Aktionsplan	0		684150	258825	15	430				Sandfläche, S-exponiert		Isabelle Flöss	1	2007						1	B246BAD5-AC04-4792-8D6B-3E09CA62B1CF	2007	2007-12-05 00:00:00	Ansiedlung: Anpflanzung		Isabelle Flöss		0							3			GA Wangen		2010-03-27 00:00:00	KarinMarti	
328700	Prunus cerasus L. s.str.	kein Eintrag			953C34FB-230B-4845-9360-C504B371AA2E	1	Hüntwangen, Eichlihau	angesiedelt, vor Beginn Aktionsplan	2009	679195	271557	5AF783FF-D7A3-4B1F-9BBF-B016B307E4B7	1	Hüntwangen	Eichlihau, Hecke 4	angesiedelt, vor Beginn Aktionsplan	0		679195	271557								Charlotte Salzmann	1	2009						1	2DD6C902-989A-4E05-879F-E46149FE19E6	2009	2009-03-17 00:00:00	Ansiedlung: Anpflanzung		Charlotte Salzmann	mit Erwin & Simon	1			in einer Reihe		roter Pfosten		8	8		Maur (Kultur und halbwild, aus SH)		2010-03-27 00:00:00	KarinMarti	
